DOID	Number_of_ancestors
DOID_12337	9
DOID_12334	1
DOID_12335	6
DOID_12332	6
DOID_12333	6
DOID_8525	1
DOID_7419	1
DOID_12338	1
DOID_12339	7
DOID_7949	12
DOID_7946	1
DOID_7945	10
DOID_7943	1
DOID_7941	10
DOID_0060119	7
DOID_0060118	4
DOID_0060115	6
DOID_0060114	8
DOID_0060117	6
DOID_0060116	6
DOID_0060111	7
DOID_0060110	8
DOID_0060113	1
DOID_0060112	8
DOID_8527	10
DOID_886	1
DOID_8526	1
DOID_3067	1
DOID_3689	8
DOID_3688	7
DOID_3680	1
DOID_3683	7
DOID_3682	1
DOID_3687	10
DOID_3686	1
DOID_11829	9
DOID_11828	1
DOID_11823	7
DOID_11821	8
DOID_0110078	10
DOID_11824	4
DOID_4411	5
DOID_1130	7
DOID_4413	9
DOID_4412	1
DOID_4415	9
DOID_1134	9
DOID_1137	1
DOID_4419	7
DOID_1138	9
DOID_10664	1
DOID_10665	1
DOID_10662	1
DOID_10663	1
DOID_10660	9
DOID_10661	11
DOID_10055	1
DOID_6307	7
DOID_6301	1
DOID_6309	1
DOID_6308	1
DOID_0060837	9
DOID_6707	10
DOID_0110262	10
DOID_198	1
DOID_10080	6
DOID_10081	8
DOID_10087	7
DOID_10802	8
DOID_13413	7
DOID_13416	1
DOID_10803	1
DOID_13418	1
DOID_13419	6
DOID_8657	1
DOID_8656	1
DOID_8655	1
DOID_8654	10
DOID_8653	1
DOID_8652	1
DOID_8651	10
DOID_8650	1
DOID_7300	1
DOID_7301	1
DOID_7302	11
DOID_7304	1
DOID_7305	8
DOID_8659	5
DOID_8658	1
DOID_14503	7
DOID_10883	5
DOID_10880	9
DOID_14500	6
DOID_14507	10
DOID_10887	7
DOID_14504	8
DOID_0060317	7
DOID_0110073	9
DOID_0060316	5
DOID_2369	1
DOID_2548	10
DOID_2368	8
DOID_10053	1
DOID_283	1
DOID_5457	8
DOID_5454	1
DOID_5455	1
DOID_287	1
DOID_5453	9
DOID_285	11
DOID_284	1
DOID_0110261	10
DOID_1834	1
DOID_289	6
DOID_288	7
DOID_0110663	10
DOID_0110662	10
DOID_0110661	10
DOID_0110660	10
DOID_0110667	10
DOID_0110666	10
DOID_0110665	10
DOID_0110664	10
DOID_7164	1
DOID_7165	7
DOID_7166	6
DOID_0110668	10
DOID_7160	9
DOID_7162	1
DOID_0050130	6
DOID_4329	8
DOID_8704	6
DOID_0050132	6
DOID_0050134	5
DOID_0050135	5
DOID_2367	8
DOID_0110076	9
DOID_0050137	1
DOID_931	6
DOID_930	8
DOID_933	1
DOID_932	1
DOID_934	4
DOID_937	1
DOID_936	6
DOID_939	1
DOID_938	1
DOID_3512	10
DOID_0110835	9
DOID_5087	1
DOID_3517	9
DOID_3516	9
DOID_0050758	5
DOID_0050759	10
DOID_8439	6
DOID_8438	7
DOID_0050978	9
DOID_0050979	9
DOID_2101	10
DOID_0050975	9
DOID_8431	7
DOID_0050753	8
DOID_0050754	9
DOID_0050755	9
DOID_0050972	9
DOID_0050973	9
DOID_9749	10
DOID_9219	1
DOID_9742	8
DOID_9743	7
DOID_9216	1
DOID_657	6
DOID_9210	5
DOID_5267	11
DOID_9744	8
DOID_9213	1
DOID_14006	7
DOID_10032	10
DOID_10031	10
DOID_4333	6
DOID_5260	10
DOID_3472	1
DOID_3473	1
DOID_3470	1
DOID_3471	1
DOID_3476	1
DOID_12108	11
DOID_3474	1
DOID_6955	1
DOID_12105	11
DOID_12104	1
DOID_3478	10
DOID_12106	1
DOID_12100	1
DOID_12102	1
DOID_14000	9
DOID_14001	1
DOID_0060564	5
DOID_0060565	4
DOID_0060566	4
DOID_0060567	7
DOID_0060560	5
DOID_0060561	9
DOID_0060562	9
DOID_0060563	8
DOID_0060569	9
DOID_5268	10
DOID_0110138	8
DOID_8390	1
DOID_9621	7
DOID_11114	1
DOID_0110137	8
DOID_0060300	7
DOID_0060301	7
DOID_0060302	7
DOID_0060303	7
DOID_0060304	7
DOID_0060305	9
DOID_0060306	7
DOID_0060307	8
DOID_0060308	8
DOID_0060309	8
DOID_0110811	8
DOID_11446	11
DOID_0050321	1
DOID_0110136	8
DOID_12647	1
DOID_7574	9
DOID_5212	6
DOID_5213	8
DOID_5214	7
DOID_5215	1
DOID_3033	12
DOID_0110812	8
DOID_12314	1
DOID_3030	8
DOID_11452	8
DOID_11101	7
DOID_11102	6
DOID_6511	13
DOID_11104	6
DOID_11457	7
DOID_11106	1
DOID_11107	1
DOID_11459	8
DOID_6517	10
DOID_10273	6
DOID_10272	7
DOID_10275	1
DOID_10274	1
DOID_9622	6
DOID_10276	1
DOID_10279	1
DOID_10278	1
DOID_12810	1
DOID_5139	7
DOID_5138	7
DOID_5134	8
DOID_5137	7
DOID_5136	8
DOID_3038	12
DOID_0110131	8
DOID_5132	9
DOID_3168	6
DOID_0110779	8
DOID_10790	10
DOID_0110778	8
DOID_10791	9
DOID_443	1
DOID_0050684	7
DOID_0110133	8
DOID_0050685	7
DOID_8914	1
DOID_8839	1
DOID_8915	1
DOID_8838	10
DOID_8916	1
DOID_11840	8
DOID_5683	6
DOID_8837	1
DOID_5681	9
DOID_13938	6
DOID_5687	1
DOID_5684	10
DOID_8910	1
DOID_5688	7
DOID_0110773	8
DOID_9627	1
DOID_0050861	11
DOID_0110320	9
DOID_0050866	6
DOID_8913	6
DOID_0050867	4
DOID_5553	8
DOID_0050688	9
DOID_0110776	8
DOID_0110817	8
DOID_12860	1
DOID_0110681	10
DOID_0110825	8
DOID_5554	1
DOID_6792	1
DOID_0110824	8
DOID_2485	6
DOID_2486	1
DOID_0050469	7
DOID_2481	9
DOID_5123	7
DOID_84	8
DOID_5386	7
DOID_86	1
DOID_87	1
DOID_82	10
DOID_14759	8
DOID_14756	8
DOID_14757	8
DOID_4620	1
DOID_14755	6
DOID_4626	6
DOID_4627	9
DOID_14750	1
DOID_4625	1
DOID_13999	11
DOID_549	1
DOID_5385	7
DOID_4436	9
DOID_540	10
DOID_541	1
DOID_543	8
DOID_544	1
DOID_13994	9
DOID_13997	1
DOID_13996	9
DOID_6170	11
DOID_6171	11
DOID_6172	1
DOID_6173	1
DOID_6174	1
DOID_6175	9
DOID_6178	1
DOID_6179	12
DOID_0050461	6
DOID_14133	6
DOID_4432	8
DOID_0110476	9
DOID_0110477	9
DOID_0110474	9
DOID_0110475	9
DOID_0110472	9
DOID_0110473	9
DOID_0110470	9
DOID_0110471	9
DOID_4430	7
DOID_0050915	7
DOID_0110478	9
DOID_0110479	9
DOID_4479	7
DOID_0110682	10
DOID_1487	1
DOID_13192	1
DOID_13195	7
DOID_13194	1
DOID_13197	7
DOID_13196	7
DOID_13198	7
DOID_4478	1
DOID_1119	1
DOID_1118	1
DOID_3707	9
DOID_0110808	8
DOID_9195	1
DOID_13958	8
DOID_0050547	10
DOID_12913	1
DOID_3162	7
DOID_8030	9
DOID_9917	1
DOID_9916	1
DOID_9915	1
DOID_9914	1
DOID_9913	1
DOID_9912	6
DOID_9911	7
DOID_9910	11
DOID_9919	1
DOID_9918	1
DOID_0050528	7
DOID_5919	1
DOID_5918	1
DOID_5913	9
DOID_5917	9
DOID_5916	8
DOID_5915	9
DOID_5914	9
DOID_0050563	7
DOID_0050562	10
DOID_0050561	10
DOID_0050560	10
DOID_8352	8
DOID_0050566	8
DOID_0050565	8
DOID_0050564	8
DOID_0050569	7
DOID_0050568	9
DOID_8358	10
DOID_3165	7
DOID_0090017	7
DOID_0090016	7
DOID_0090015	9
DOID_0090014	8
DOID_0090013	8
DOID_0090012	8
DOID_0090011	8
DOID_0090010	8
DOID_13954	1
DOID_0090019	6
DOID_0090018	7
DOID_3166	1
DOID_1709	1
DOID_7967	10
DOID_7960	9
DOID_7961	11
DOID_7962	8
DOID_10174	9
DOID_7968	10
DOID_7969	10
DOID_8199	1
DOID_0060179	9
DOID_0060178	9
DOID_0060173	7
DOID_0060172	10
DOID_0060171	10
DOID_0060170	9
DOID_0060177	7
DOID_0060176	6
DOID_0060175	7
DOID_0060174	7
DOID_5697	7
DOID_0110306	11
DOID_8551	1
DOID_9009	1
DOID_9008	4
DOID_9106	1
DOID_9001	1
DOID_9000	1
DOID_9002	1
DOID_9007	4
DOID_0050615	6
DOID_0070138	8
DOID_0050325	1
DOID_5699	10
DOID_12318	11
DOID_12319	1
DOID_12648	1
DOID_12649	1
DOID_12311	10
DOID_12642	6
DOID_12641	7
DOID_11669	7
DOID_11668	10
DOID_11849	1
DOID_11661	11
DOID_11847	7
DOID_11662	1
DOID_11665	5
DOID_11664	10
DOID_11843	8
DOID_0060799	9
DOID_0060798	10
DOID_0060797	10
DOID_0060796	10
DOID_0060795	10
DOID_0060794	10
DOID_0060793	10
DOID_0060792	10
DOID_0060791	10
DOID_0060790	10
DOID_10640	1
DOID_10641	1
DOID_4435	11
DOID_4434	8
DOID_4433	8
DOID_1112	1
DOID_1111	1
DOID_1110	1
DOID_10648	10
DOID_10649	10
DOID_4439	8
DOID_4438	9
DOID_4048	10
DOID_10645	1
DOID_9107	1
DOID_0060297	7
DOID_0050404	1
DOID_0110426	9
DOID_732	5
DOID_731	5
DOID_730	6
DOID_737	1
DOID_736	8
DOID_735	1
DOID_4120	1
DOID_6364	7
DOID_739	1
DOID_738	8
DOID_6361	1
DOID_1443	7
DOID_0110393	11
DOID_0110392	11
DOID_0110391	11
DOID_0110390	11
DOID_0110397	11
DOID_0110396	11
DOID_0110395	11
DOID_0110394	11
DOID_1801	1
DOID_1800	7
DOID_0110399	11
DOID_0110398	11
DOID_7362	1
DOID_7363	11
DOID_7360	11
DOID_1806	1
DOID_0050406	1
DOID_14566	3
DOID_14561	1
DOID_11864	10
DOID_8737	1
DOID_10041	7
DOID_4049	10
DOID_5478	7
DOID_5479	7
DOID_5474	9
DOID_5475	7
DOID_5476	9
DOID_13695	1
DOID_13692	1
DOID_13693	1
DOID_5472	1
DOID_13691	11
DOID_0050407	1
DOID_13836	1
DOID_8730	1
DOID_7181	8
DOID_7186	1
DOID_7187	7
DOID_1664	7
DOID_7188	8
DOID_3258	12
DOID_8731	8
DOID_6581	9
DOID_6585	9
DOID_6587	9
DOID_6586	1
DOID_8989	1
DOID_8639	1
DOID_8638	1
DOID_8635	9
DOID_8982	1
DOID_2293	1
DOID_8980	1
DOID_8631	1
DOID_8986	5
DOID_8985	1
DOID_8632	8
DOID_9588	7
DOID_9589	6
DOID_9584	5
DOID_9585	1
DOID_9582	1
DOID_1751	9
DOID_1750	1
DOID_3004	7
DOID_1752	8
DOID_1754	8
DOID_1757	9
DOID_4988	7
DOID_1759	8
DOID_1758	1
DOID_4985	11
DOID_13031	7
DOID_13036	7
DOID_13037	10
DOID_4981	1
DOID_13035	7
DOID_956	9
DOID_955	9
DOID_953	1
DOID_952	10
DOID_951	1
DOID_950	9
DOID_0050403	1
DOID_3535	11
DOID_3534	7
DOID_3533	1
DOID_3532	1
DOID_959	7
DOID_3530	8
DOID_0110649	1
DOID_0110648	9
DOID_0050958	9
DOID_0050959	9
DOID_8187	11
DOID_0050773	7
DOID_2129	9
DOID_2128	1
DOID_2127	9
DOID_2126	1
DOID_0050950	8
DOID_0050951	7
DOID_0050956	9
DOID_0050957	9
DOID_0110647	9
DOID_0110130	8
DOID_9760	1
DOID_9761	1
DOID_9762	1
DOID_9764	1
DOID_9765	10
DOID_9766	10
DOID_9767	9
DOID_9768	6
DOID_3458	8
DOID_0110054	10
DOID_4185	1
DOID_4184	6
DOID_4183	7
DOID_0110055	10
DOID_6970	9
DOID_3451	7
DOID_3454	8
DOID_0050011	1
DOID_6976	10
DOID_3457	9
DOID_12125	9
DOID_0050010	1
DOID_12123	9
DOID_12122	1
DOID_12121	1
DOID_12120	7
DOID_0110502	9
DOID_12129	7
DOID_12128	7
DOID_8714	1
DOID_0110051	9
DOID_0110742	9
DOID_0110500	9
DOID_0050014	1
DOID_0060542	8
DOID_0060543	8
DOID_0060092	6
DOID_0060541	8
DOID_0060094	7
DOID_0060547	8
DOID_0060096	7
DOID_0060097	6
DOID_0060098	8
DOID_0060099	5
DOID_0060548	8
DOID_0060549	4
DOID_0110052	10
DOID_0110743	9
DOID_3984	1
DOID_3985	7
DOID_4318	1
DOID_3983	6
DOID_3981	8
DOID_0050741	6
DOID_0110494	9
DOID_0110053	10
DOID_8752	1
DOID_6977	7
DOID_734	7
DOID_0110745	9
DOID_12783	8
DOID_12782	10
DOID_12786	1
DOID_12785	8
DOID_14744	9
DOID_1234	4
DOID_14747	1
DOID_5276	9
DOID_5274	8
DOID_5275	10
DOID_5272	9
DOID_5273	8
DOID_5270	1
DOID_5271	10
DOID_4613	8
DOID_13673	1
DOID_11476	9
DOID_10426	4
DOID_11472	8
DOID_4610	7
DOID_11479	1
DOID_10785	1
DOID_10784	7
DOID_10787	8
DOID_10780	7
DOID_10783	10
DOID_10782	8
DOID_10788	1
DOID_5113	6
DOID_5112	7
DOID_13211	1
DOID_12871	1
DOID_5116	1
DOID_5115	1
DOID_5119	7
DOID_5118	10
DOID_12879	1
DOID_0050638	6
DOID_11788	1
DOID_11789	1
DOID_11786	7
DOID_11787	7
DOID_11782	9
DOID_11783	7
DOID_11781	10
DOID_0060898	10
DOID_0060328	7
DOID_0060329	6
DOID_0060326	6
DOID_0060327	4
DOID_0060892	9
DOID_0060893	9
DOID_0060322	8
DOID_0060895	10
DOID_0060896	10
DOID_0060321	6
DOID_1802	8
DOID_1805	1
DOID_642	1
DOID_1804	1
DOID_12237	7
DOID_0060518	9
DOID_12984	9
DOID_12235	1
DOID_2729	6
DOID_2728	1
DOID_12986	6
DOID_2720	1
DOID_2723	6
DOID_2722	7
DOID_2725	7
DOID_2724	1
DOID_2726	1
DOID_0080051	10
DOID_12231	1
DOID_10252	1
DOID_10251	1
DOID_12982	1
DOID_10257	1
DOID_10256	1
DOID_10255	1
DOID_10254	6
DOID_8484	7
DOID_381	8
DOID_386	1
DOID_384	7
DOID_6776	8
DOID_6777	12
DOID_6774	12
DOID_6778	1
DOID_2462	9
DOID_2460	9
DOID_2467	1
DOID_8079	1
DOID_2468	5
DOID_2469	1
DOID_14770	1
DOID_14773	7
DOID_14775	8
DOID_4606	8
DOID_4607	7
DOID_4608	9
DOID_14779	1
DOID_10435	10
DOID_13200	7
DOID_13202	1
DOID_13207	11
DOID_13206	8
DOID_13209	7
DOID_13208	11
DOID_565	9
DOID_562	8
DOID_563	1
DOID_560	8
DOID_561	8
DOID_6114	12
DOID_6115	12
DOID_6112	11
DOID_6113	12
DOID_6110	9
DOID_6111	1
DOID_6118	10
DOID_6119	9
DOID_8376	1
DOID_1039	11
DOID_0110466	9
DOID_8011	1
DOID_13696	1
DOID_13694	1
DOID_5477	7
DOID_0050899	11
DOID_0050898	7
DOID_13690	8
DOID_1031	1
DOID_0050893	7
DOID_0050892	8
DOID_0050891	7
DOID_0050890	7
DOID_0050897	9
DOID_0050896	10
DOID_0050895	8
DOID_0050894	6
DOID_10929	1
DOID_10928	1
DOID_1033	1
DOID_10921	7
DOID_10920	1
DOID_10923	7
DOID_10922	1
DOID_10925	1
DOID_10924	1
DOID_10927	6
DOID_10926	1
DOID_0060874	8
DOID_0060875	8
DOID_8371	1
DOID_0050093	1
DOID_0050092	1
DOID_0050091	1
DOID_0050090	1
DOID_0050097	8
DOID_0050096	7
DOID_0050095	1
DOID_0050094	1
DOID_7641	1
DOID_0050099	1
DOID_7642	11
DOID_7646	10
DOID_9978	7
DOID_9975	7
DOID_9974	6
DOID_9977	7
DOID_9976	8
DOID_9971	7
DOID_9970	7
DOID_9973	5
DOID_9972	7
DOID_0060324	7
DOID_0050549	4
DOID_0050548	7
DOID_0050239	1
DOID_0080118	7
DOID_0050237	1
DOID_0080116	7
DOID_0050543	9
DOID_0050542	9
DOID_0080113	7
DOID_0050232	1
DOID_0050231	1
DOID_0080110	4
DOID_13902	6
DOID_0060062	6
DOID_0090039	10
DOID_0090038	9
DOID_0090035	10
DOID_0090034	10
DOID_0090037	9
DOID_0090036	10
DOID_0090031	6
DOID_0090030	6
DOID_0090033	9
DOID_0090032	9
DOID_0110734	7
DOID_9398	6
DOID_9391	1
DOID_9390	1
DOID_9392	7
DOID_9395	5
DOID_9397	1
DOID_9396	8
DOID_0060151	8
DOID_0060150	8
DOID_1568	1
DOID_1569	10
DOID_0060155	8
DOID_0060154	8
DOID_0060157	8
DOID_0060156	9
DOID_1562	6
DOID_4043	8
DOID_1561	4
DOID_4046	1
DOID_1567	1
DOID_4044	7
DOID_4045	7
DOID_0060471	4
DOID_8392	11
DOID_2912	1
DOID_0110925	7
DOID_0110926	10
DOID_0110927	10
DOID_0110920	10
DOID_0110921	7
DOID_9029	1
DOID_0110923	7
DOID_9025	1
DOID_9024	6
DOID_9023	1
DOID_0110929	10
DOID_9021	6
DOID_9020	1
DOID_12661	10
DOID_12662	7
DOID_12663	7
DOID_12667	11
DOID_12668	12
DOID_11311	1
DOID_11641	1
DOID_11640	1
DOID_11315	8
DOID_11862	1
DOID_11861	1
DOID_11316	10
DOID_11649	1
DOID_0110936	10
DOID_11868	9
DOID_1179	1
DOID_1178	1
DOID_4455	10
DOID_4454	10
DOID_1177	1
DOID_9373	1
DOID_1171	7
DOID_4450	9
DOID_1173	1
DOID_1172	7
DOID_0060223	8
DOID_0070058	9
DOID_5809	13
DOID_7490	1
DOID_0050744	10
DOID_3140	6
DOID_0060229	4
DOID_0060228	11
DOID_0050531	1
DOID_14095	7
DOID_8983	1
DOID_14096	7
DOID_14091	1
DOID_14090	1
DOID_14092	10
DOID_14099	8
DOID_11339	7
DOID_113	1
DOID_718	8
DOID_711	12
DOID_710	8
DOID_713	12
DOID_712	8
DOID_715	6
DOID_7402	8
DOID_8630	9
DOID_6342	1
DOID_6340	1
DOID_8633	6
DOID_6345	10
DOID_6344	11
DOID_8984	1
DOID_0110787	8
DOID_14239	7
DOID_7345	1
DOID_7430	10
DOID_7347	7
DOID_7340	11
DOID_7437	10
DOID_14549	1
DOID_14548	10
DOID_1827	8
DOID_1826	7
DOID_14233	9
DOID_7439	8
DOID_1823	1
DOID_14542	1
DOID_14540	1
DOID_5492	10
DOID_5493	1
DOID_5490	1
DOID_5491	1
DOID_5496	1
DOID_5497	1
DOID_5494	10
DOID_5495	10
DOID_7400	7
DOID_4488	7
DOID_8115	1
DOID_0110781	8
DOID_0110601	6
DOID_14137	1
DOID_849	7
DOID_6240	1
DOID_2346	6
DOID_3089	7
DOID_3087	9
DOID_3086	9
DOID_3083	8
DOID_3082	7
DOID_3081	7
DOID_3080	1
DOID_0110012	6
DOID_8963	1
DOID_8962	1
DOID_8617	1
DOID_8964	1
DOID_8615	1
DOID_8614	1
DOID_8969	9
DOID_8619	5
DOID_8618	7
DOID_1300	1
DOID_0050085	1
DOID_9562	5
DOID_9563	7
DOID_9561	6
DOID_4989	6
DOID_9564	1
DOID_9565	7
DOID_1756	8
DOID_1777	9
DOID_13032	1
DOID_979	10
DOID_13019	1
DOID_1771	1
DOID_4986	6
DOID_13014	9
DOID_974	5
DOID_13016	1
DOID_971	9
DOID_970	9
DOID_13012	1
DOID_972	1
DOID_3554	1
DOID_3557	4
DOID_4984	1
DOID_4983	1
DOID_3559	9
DOID_3558	7
DOID_4982	1
DOID_0110115	8
DOID_0110114	9
DOID_2147	1
DOID_0110116	8
DOID_0110111	9
DOID_0110110	9
DOID_2143	9
DOID_0050937	7
DOID_0050938	8
DOID_0050939	10
DOID_4980	1
DOID_2149	8
DOID_2148	9
DOID_12778	1
DOID_9700	10
DOID_9701	1
DOID_0060091	6
DOID_1484	1
DOID_8112	1
DOID_1486	1
DOID_1996	10
DOID_1483	8
DOID_9709	10
DOID_6918	1
DOID_6919	1
DOID_3436	9
DOID_3437	7
DOID_3431	7
DOID_6423	11
DOID_6392	1
DOID_13906	1
DOID_0110406	11
DOID_0050821	8
DOID_6424	1
DOID_1994	1
DOID_6425	9
DOID_6428	10
DOID_0050776	8
DOID_3563	1
DOID_0050777	5
DOID_0050774	7
DOID_0050775	9
DOID_0050833	6
DOID_0050772	9
DOID_9072	7
DOID_8186	11
DOID_0110139	8
DOID_2553	1
DOID_0050771	6
DOID_13809	7
DOID_0050952	8
DOID_0110215	10
DOID_5258	10
DOID_5259	11
DOID_0110640	10
DOID_5254	9
DOID_2556	11
DOID_5256	1
DOID_5250	1
DOID_5251	10
DOID_5252	1
DOID_0110213	6
DOID_0110134	8
DOID_2554	1
DOID_11418	1
DOID_0110645	9
DOID_2555	7
DOID_8252	9
DOID_2122	7
DOID_0060528	10
DOID_0060529	10
DOID_14319	8
DOID_2121	1
DOID_0060520	9
DOID_0060521	9
DOID_0060522	9
DOID_0050955	9
DOID_0060524	9
DOID_0060525	10
DOID_0060526	10
DOID_0060527	10
DOID_12509	1
DOID_12508	1
DOID_5600	10
DOID_12859	8
DOID_12858	7
DOID_12857	10
DOID_12854	1
DOID_12853	1
DOID_12852	1
DOID_12506	10
DOID_0050834	4
DOID_8368	10
DOID_0050228	1
DOID_0050229	1
DOID_4730	9
DOID_4731	9
DOID_4417	1
DOID_0050224	1
DOID_8362	11
DOID_8361	12
DOID_4367	7
DOID_5907	10
DOID_5637	10
DOID_8257	1
DOID_4366	1
DOID_0080100	8
DOID_14687	9
DOID_0050553	7
DOID_4738	1
DOID_1244	1
DOID_8365	1
DOID_10366	8
DOID_1243	9
DOID_0050223	1
DOID_4362	8
DOID_1080	6
DOID_8256	11
DOID_1241	9
DOID_4186	8
DOID_2707	1
DOID_2706	8
DOID_2705	9
DOID_2704	9
DOID_2703	6
DOID_2702	7
DOID_2701	7
DOID_2700	7
DOID_10239	1
DOID_0080084	6
DOID_10235	12
DOID_10234	7
DOID_10237	1
DOID_10236	6
DOID_10230	10
DOID_10233	1
DOID_6758	7
DOID_6759	9
DOID_363	8
DOID_364	1
DOID_365	5
DOID_366	10
DOID_367	7
DOID_6750	1
DOID_369	11
DOID_6752	8
DOID_6755	7
DOID_6286	9
DOID_2449	7
DOID_6284	7
DOID_6285	6
DOID_1164	1
DOID_2441	9
DOID_2442	1
DOID_2444	6
DOID_1082	7
DOID_6288	1
DOID_7266	8
DOID_0110301	11
DOID_239	1
DOID_4374	7
DOID_6975	9
DOID_4667	1
DOID_4664	10
DOID_3866	1
DOID_4662	7
DOID_4189	8
DOID_4660	8
DOID_4661	4
DOID_12596	1
DOID_4188	8
DOID_4668	1
DOID_505	7
DOID_235	8
DOID_960	7
DOID_12594	7
DOID_502	8
DOID_0080087	6
DOID_6136	1
DOID_3862	1
DOID_6130	1
DOID_6131	1
DOID_6132	7
DOID_12124	9
DOID_3309	7
DOID_8437	6
DOID_4376	8
DOID_0080080	6
DOID_7089	9
DOID_7088	9
DOID_7083	1
DOID_0110727	8
DOID_7080	1
DOID_7086	9
DOID_7084	1
DOID_10902	1
DOID_10901	1
DOID_10907	5
DOID_11024	1
DOID_5539	9
DOID_5538	10
DOID_6648	8
DOID_5531	12
DOID_5530	9
DOID_5533	11
DOID_5532	10
DOID_13227	9
DOID_5534	9
DOID_5537	10
DOID_13224	1
DOID_0110568	9
DOID_0110569	9
DOID_0110564	9
DOID_0110565	9
DOID_0110566	9
DOID_0110567	9
DOID_0110560	9
DOID_0110561	9
DOID_0110562	9
DOID_0110563	9
DOID_1973	9
DOID_7665	12
DOID_7664	12
DOID_8050	10
DOID_9953	11
DOID_9952	10
DOID_9957	6
DOID_9956	1
DOID_9955	7
DOID_9954	11
DOID_9958	7
DOID_6958	11
DOID_7528	9
DOID_0060911	8
DOID_7542	11
DOID_0080135	6
DOID_0060090	7
DOID_0050217	1
DOID_0080136	6
DOID_0080131	6
DOID_0050210	1
DOID_0050213	1
DOID_0050212	1
DOID_8398	9
DOID_8399	7
DOID_0050219	1
DOID_0050218	7
DOID_6959	9
DOID_0060093	1
DOID_4699	8
DOID_0060546	8
DOID_7543	1
DOID_0060095	8
DOID_0090059	9
DOID_0090058	10
DOID_0060544	8
DOID_0090053	9
DOID_0090052	10
DOID_0090051	10
DOID_0060545	8
DOID_0090057	10
DOID_0090056	9
DOID_0090055	10
DOID_0090054	9
DOID_9217	1
DOID_7541	9
DOID_4060	8
DOID_1541	1
DOID_4062	7
DOID_1543	1
DOID_4064	9
DOID_4065	10
DOID_14672	1
DOID_4067	10
DOID_4069	1
DOID_6004	9
DOID_2938	1
DOID_2939	1
DOID_2930	1
DOID_2931	1
DOID_2933	1
DOID_2934	5
DOID_2935	7
DOID_2936	1
DOID_2937	1
DOID_0110902	7
DOID_9044	1
DOID_9047	1
DOID_0110901	7
DOID_0110906	7
DOID_0110907	7
DOID_9043	8
DOID_9042	7
DOID_0110908	7
DOID_0110909	7
DOID_9049	1
DOID_9048	1
DOID_0110853	6
DOID_3982	11
DOID_7544	1
DOID_11624	8
DOID_11623	8
DOID_0060147	8
DOID_11629	7
DOID_4473	10
DOID_4472	10
DOID_4471	10
DOID_1150	1
DOID_1156	9
DOID_1155	1
DOID_0070038	9
DOID_0070037	9
DOID_0070036	9
DOID_0070035	9
DOID_0070034	9
DOID_0070033	9
DOID_0070032	9
DOID_0070031	9
DOID_0070030	7
DOID_1571	10
DOID_1570	9
DOID_4908	7
DOID_1573	9
DOID_4052	1
DOID_1575	7
DOID_4054	8
DOID_4057	10
DOID_0060149	8
DOID_13811	7
DOID_9153	6
DOID_7878	10
DOID_11338	6
DOID_0080063	9
DOID_11330	7
DOID_11337	6
DOID_11336	6
DOID_11335	7
DOID_11334	1
DOID_10579	8
DOID_7549	10
DOID_10573	8
DOID_10574	1
DOID_10575	6
DOID_7420	1
DOID_3369	9
DOID_5702	10
DOID_5703	10
DOID_5700	8
DOID_5701	8
DOID_5707	1
DOID_5704	11
DOID_778	6
DOID_5708	1
DOID_774	9
DOID_773	1
DOID_772	1
DOID_771	9
DOID_770	1
DOID_1845	1
DOID_14212	1
DOID_14211	1
DOID_14215	1
DOID_14219	7
DOID_14218	6
DOID_1849	8
DOID_4431	1
DOID_0111167	10
DOID_9157	1
DOID_0111166	7
DOID_0110540	9
DOID_2378	9
DOID_0110346	10
DOID_13911	11
DOID_0110644	9
DOID_8716	1
DOID_8634	6
DOID_6122	1
DOID_0110347	10
DOID_2373	5
DOID_193	6
DOID_192	7
DOID_191	1
DOID_197	1
DOID_196	1
DOID_195	1
DOID_194	1
DOID_9155	7
DOID_0050120	6
DOID_5592	8
DOID_0110269	10
DOID_8712	7
DOID_0080065	9
DOID_0050126	1
DOID_8947	10
DOID_0110356	11
DOID_8945	1
DOID_0110354	11
DOID_8943	11
DOID_8710	1
DOID_8941	8
DOID_0110350	10
DOID_7410	1
DOID_7411	10
DOID_8711	1
DOID_9154	1
DOID_0110358	11
DOID_0111080	9
DOID_0111081	9
DOID_0111082	9
DOID_0111083	9
DOID_0111084	9
DOID_0111085	9
DOID_0111086	9
DOID_0111087	9
DOID_0111088	9
DOID_0110646	9
DOID_0080064	9
DOID_12784	1
DOID_1711	1
DOID_1710	1
DOID_1713	8
DOID_1712	8
DOID_993	1
DOID_13077	1
DOID_13074	6
DOID_13075	1
DOID_997	7
DOID_995	1
DOID_3573	1
DOID_3572	9
DOID_3571	7
DOID_998	7
DOID_3577	9
DOID_3576	10
DOID_13078	7
DOID_3574	10
DOID_643	5
DOID_8499	9
DOID_8498	10
DOID_0050918	9
DOID_0050919	8
DOID_0050916	11
DOID_8494	1
DOID_8497	1
DOID_8496	1
DOID_0050912	9
DOID_8490	1
DOID_0110683	10
DOID_2164	1
DOID_0110173	10
DOID_0110172	1
DOID_0110171	10
DOID_0110170	10
DOID_0110177	10
DOID_0110176	10
DOID_0110175	10
DOID_0110174	10
DOID_2943	1
DOID_0110179	10
DOID_0110178	10
DOID_4926	9
DOID_310	10
DOID_7428	8
DOID_313	1
DOID_8543	10
DOID_644	1
