DOID	Number_of_ancestors
DOID_0000818	1
DOID_8533	8
DOID_0000815	1
DOID_14213	7
DOID_4138	7
DOID_1844	10
DOID_3390	7
DOID_8090	1
DOID_8093	9
DOID_8092	1
DOID_8094	1
DOID_8097	9
DOID_8096	9
DOID_0060656	7
DOID_1843	1
DOID_0060654	5
DOID_0060655	6
DOID_7966	1
DOID_9416	1
DOID_0060120	1
DOID_9414	1
DOID_9415	8
DOID_9412	1
DOID_9413	1
DOID_9410	7
DOID_9411	1
DOID_433	1
DOID_0060651	8
DOID_5940	9
DOID_5941	1
DOID_0050518	5
DOID_0050519	1
DOID_10121	1
DOID_8329	1
DOID_0050512	1
DOID_5949	8
DOID_0050510	1
DOID_0050511	1
DOID_0050516	5
DOID_0050517	5
DOID_0050514	7
DOID_0050515	6
DOID_3079	8
DOID_8537	1
DOID_12343	1
DOID_12342	7
DOID_12341	7
DOID_12612	1
DOID_12347	9
DOID_12346	1
DOID_12349	9
DOID_14538	1
DOID_10123	6
DOID_8534	5
DOID_7958	9
DOID_7954	1
DOID_7956	1
DOID_7951	12
DOID_7953	8
DOID_2388	7
DOID_10122	7
DOID_0060102	8
DOID_0060103	8
DOID_8535	1
DOID_0060101	6
DOID_0060106	9
DOID_0060107	1
DOID_0060104	11
DOID_0060105	1
DOID_0060108	9
DOID_0060109	8
DOID_0060834	8
DOID_0060347	4
DOID_0060832	8
DOID_0060833	8
DOID_0060342	9
DOID_0060831	7
DOID_0110995	6
DOID_0110994	6
DOID_0110997	6
DOID_0110996	6
DOID_0110991	6
DOID_0110990	6
DOID_0110993	6
DOID_0110992	6
DOID_0110999	6
DOID_0110998	6
DOID_14546	8
DOID_3072	1
DOID_1070	10
DOID_0110066	10
DOID_1073	9
DOID_11834	1
DOID_11836	8
DOID_11837	1
DOID_11830	9
DOID_11831	10
DOID_11832	8
DOID_11838	9
DOID_11839	9
DOID_10619	7
DOID_10618	1
DOID_1078	1
DOID_10611	6
DOID_10610	6
DOID_10617	1
DOID_10616	9
DOID_10615	10
DOID_10614	1
DOID_3070	6
DOID_0110060	10
DOID_6332	9
DOID_6445	12
DOID_6446	10
DOID_6447	1
DOID_3120	7
DOID_6337	9
DOID_3122	6
DOID_6335	10
DOID_6338	1
DOID_6339	11
DOID_6448	11
DOID_3129	1
DOID_2536	8
DOID_2537	7
DOID_2530	7
DOID_2531	7
DOID_2532	1
DOID_2533	7
DOID_2538	10
DOID_4790	9
DOID_4791	10
DOID_4796	9
DOID_4797	8
DOID_4794	9
DOID_4795	10
DOID_4798	8
DOID_4799	1
DOID_1993	10
DOID_0110062	10
DOID_14545	8
DOID_9930	1
DOID_13426	1
DOID_8662	1
DOID_8663	9
DOID_8660	9
DOID_8661	6
DOID_8667	1
DOID_8664	1
DOID_8668	1
DOID_0050977	9
DOID_7316	1
DOID_7315	9
DOID_14518	1
DOID_14519	1
DOID_10877	1
DOID_14515	6
DOID_10875	1
DOID_10873	12
DOID_14511	1
DOID_7319	7
DOID_10870	1
DOID_0111101	5
DOID_0111100	5
DOID_0111103	5
DOID_0111102	5
DOID_0111105	5
DOID_0111104	5
DOID_0111107	5
DOID_0111106	5
DOID_0111109	5
DOID_0111108	5
DOID_13397	1
DOID_5444	10
DOID_292	8
DOID_5446	10
DOID_294	9
DOID_295	8
DOID_296	10
DOID_297	9
DOID_298	11
DOID_299	7
DOID_5448	1
DOID_13399	10
DOID_13398	1
DOID_0110670	10
DOID_0110671	10
DOID_0110672	10
DOID_0110673	10
DOID_0110674	10
DOID_0110675	10
DOID_0110676	10
DOID_8401	1
DOID_7173	9
DOID_0110679	10
DOID_7171	1
DOID_7170	1
DOID_7177	11
DOID_8408	7
DOID_8409	11
DOID_8433	6
DOID_8803	1
DOID_0110109	9
DOID_0111036	10
DOID_1786	7
DOID_1787	6
DOID_1785	6
DOID_928	1
DOID_1781	6
DOID_927	1
DOID_924	1
DOID_925	1
DOID_1788	7
DOID_1789	7
DOID_0050729	7
DOID_0050728	6
DOID_0050725	7
DOID_0050724	7
DOID_0050727	7
DOID_0050726	7
DOID_0050721	6
DOID_0050720	6
DOID_0050723	7
DOID_0050722	7
DOID_9209	1
DOID_9208	1
DOID_0111137	8
DOID_9751	1
DOID_9202	1
DOID_9201	7
DOID_9200	1
DOID_9207	5
DOID_9206	6
DOID_1438	1
DOID_1439	5
DOID_4154	7
DOID_4156	7
DOID_1437	1
DOID_4151	11
DOID_4152	11
DOID_4153	11
DOID_3461	1
DOID_0110357	11
DOID_3463	5
DOID_3462	1
DOID_3465	1
DOID_6944	7
DOID_3467	1
DOID_3466	1
DOID_6949	1
DOID_3468	1
DOID_12114	1
DOID_12115	1
DOID_12112	1
DOID_12113	1
DOID_12111	1
DOID_8944	1
DOID_0110353	11
DOID_8942	1
DOID_0060599	6
DOID_0110351	10
DOID_0060591	6
DOID_0060590	4
DOID_0060592	12
DOID_11348	1
DOID_0060597	9
DOID_13256	1
DOID_5523	1
DOID_5520	8
DOID_8434	1
DOID_9174	6
DOID_13252	7
DOID_5527	11
DOID_13250	5
DOID_9171	1
DOID_0110801	8
DOID_5525	8
DOID_0060375	5
DOID_0060374	5
DOID_0060377	5
DOID_0060376	6
DOID_0060371	10
DOID_0060370	10
DOID_0060373	5
DOID_0060372	10
DOID_9172	1
DOID_0060379	9
DOID_0060378	5
DOID_0050417	1
DOID_8012	7
DOID_5866	9
DOID_0110800	8
DOID_5865	1
DOID_0050650	8
DOID_8014	1
DOID_7848	9
DOID_0110579	9
DOID_5209	14
DOID_2213	6
DOID_5207	11
DOID_0050413	1
DOID_5205	1
DOID_5204	6
DOID_5200	5
DOID_4467	10
DOID_0110577	9
DOID_10632	4
DOID_11138	1
DOID_0110807	8
DOID_0111089	9
DOID_10143	1
DOID_10206	7
DOID_11130	8
DOID_11133	8
DOID_11132	7
DOID_10262	1
DOID_10263	1
DOID_10261	7
DOID_10266	10
DOID_10141	8
DOID_10264	5
DOID_10265	1
DOID_0110573	9
DOID_10636	1
DOID_3974	1
DOID_5149	10
DOID_8801	1
DOID_12809	10
DOID_5140	6
DOID_10207	7
DOID_5142	9
DOID_5143	8
DOID_12800	7
DOID_12801	7
DOID_5146	7
DOID_12803	7
DOID_13076	1
DOID_992	5
DOID_4059	10
DOID_3579	8
DOID_990	8
DOID_13072	7
DOID_11342	10
DOID_5999	10
DOID_10402	1
DOID_10400	7
DOID_14713	1
DOID_10409	1
DOID_999	6
DOID_8450	1
DOID_3108	6
DOID_6469	9
DOID_3575	10
DOID_3107	6
DOID_13079	1
DOID_8990	1
DOID_439	8
DOID_0050225	1
DOID_8246	1
DOID_6789	10
DOID_6788	8
DOID_6460	7
DOID_6787	9
DOID_6786	12
DOID_6785	1
DOID_6784	1
DOID_2498	8
DOID_2493	7
DOID_2492	1
DOID_2491	7
DOID_2490	4
DOID_2497	9
DOID_2495	8
DOID_2494	6
DOID_4639	8
DOID_96	6
DOID_95	1
DOID_93	7
DOID_92	7
DOID_0110960	9
DOID_0050917	10
DOID_4631	1
DOID_4630	8
DOID_4633	8
DOID_14720	8
DOID_14727	1
DOID_0050914	7
DOID_14725	7
DOID_98	1
DOID_2160	1
DOID_8491	1
DOID_13980	1
DOID_0050750	8
DOID_0110680	10
DOID_2863	1
DOID_1733	7
DOID_0050910	7
DOID_6167	9
DOID_6166	10
DOID_0050911	9
DOID_6163	11
DOID_6162	8
DOID_6161	10
DOID_6160	11
DOID_0110449	9
DOID_0110448	9
DOID_0110443	9
DOID_0110442	9
DOID_0110441	9
DOID_0110440	9
DOID_0110447	9
DOID_0110446	9
DOID_0110445	9
DOID_0110444	9
DOID_7786	1
DOID_7787	8
DOID_7788	9
DOID_4468	8
DOID_0111159	6
DOID_13186	6
DOID_13185	6
DOID_13189	9
DOID_13845	1
DOID_0110963	10
DOID_4323	8
DOID_3018	1
DOID_1730	1
DOID_1201	9
DOID_0110964	10
DOID_14397	8
DOID_12417	1
DOID_4326	1
DOID_0050260	6
DOID_14395	1
DOID_4325	5
DOID_0080141	4
DOID_1737	9
DOID_4324	8
DOID_0080142	4
DOID_0080143	9
DOID_0050596	6
DOID_1209	10
DOID_0080145	12
DOID_12704	9
DOID_1208	1
DOID_0050594	8
DOID_0050595	1
DOID_9434	1
DOID_9923	6
DOID_9432	7
DOID_9925	1
DOID_9929	1
DOID_9438	1
DOID_9439	9
DOID_0050570	7
DOID_8344	1
DOID_0050572	10
DOID_0050573	6
DOID_5922	13
DOID_0050575	7
DOID_0050576	7
DOID_5921	13
DOID_0050578	11
DOID_0050579	8
DOID_1815	1
DOID_8349	1
DOID_8348	1
DOID_5928	1
DOID_9698	10
DOID_6934	6
DOID_6935	8
DOID_9690	1
DOID_9691	1
DOID_9694	10
DOID_9696	1
DOID_9697	10
DOID_0090004	9
DOID_0090005	7
DOID_0090006	7
DOID_0090007	7
DOID_0090001	7
DOID_0090002	5
DOID_0090003	7
DOID_0090008	8
DOID_0090009	8
DOID_12325	9
DOID_12324	1
DOID_13912	11
DOID_12326	8
DOID_6932	7
DOID_12323	8
DOID_12322	1
DOID_6933	10
DOID_12328	8
DOID_7972	10
DOID_7971	10
DOID_7979	1
DOID_0060168	7
DOID_0060169	10
DOID_0060160	9
DOID_6938	12
DOID_0060162	9
DOID_0060163	5
DOID_0060164	5
DOID_0060165	6
DOID_0060166	7
DOID_0060167	7
DOID_0070099	8
DOID_0070098	8
DOID_3798	7
DOID_0060779	7
DOID_13383	1
DOID_8991	6
DOID_0110839	9
DOID_12639	7
DOID_12638	8
DOID_3692	11
DOID_3693	10
DOID_3690	7
DOID_3691	9
DOID_12637	7
DOID_3697	10
DOID_3694	1
DOID_12634	1
DOID_11678	7
DOID_11679	1
DOID_11856	1
DOID_518	8
DOID_11854	1
DOID_11671	10
DOID_11852	1
DOID_11853	12
DOID_11850	9
DOID_11851	7
DOID_0060788	10
DOID_0060789	10
DOID_3012	7
DOID_0060784	8
DOID_0060785	9
DOID_0060786	9
DOID_0060787	10
DOID_0060780	7
DOID_0060781	7
DOID_0060782	7
DOID_0060783	8
DOID_1122	1
DOID_4403	1
DOID_4400	7
DOID_4406	7
DOID_4407	9
DOID_4404	8
DOID_4408	1
DOID_1129	8
DOID_3013	8
DOID_10049	1
DOID_894	1
DOID_9543	1
DOID_3699	11
DOID_10047	8
DOID_3016	7
DOID_10095	6
DOID_10094	1
DOID_10097	1
DOID_10096	1
DOID_720	6
DOID_13406	8
DOID_13405	8
DOID_13404	8
DOID_13403	8
DOID_13402	6
DOID_13401	9
DOID_727	6
DOID_728	9
DOID_6312	12
DOID_6313	13
DOID_6314	7
DOID_6315	7
DOID_6316	8
DOID_13408	1
DOID_0110380	11
DOID_0110381	11
DOID_0110382	11
DOID_0110383	11
DOID_0110384	11
DOID_7378	6
DOID_0110386	11
DOID_0110387	11
DOID_0110388	11
DOID_0110389	11
DOID_890	9
DOID_7371	9
DOID_6571	9
DOID_0110048	9
DOID_10892	4
DOID_10894	1
DOID_0110434	9
DOID_10042	1
DOID_5469	9
DOID_5468	7
DOID_5463	8
DOID_5462	1
DOID_5461	1
DOID_5460	1
DOID_5467	8
DOID_5465	5
DOID_0110457	9
DOID_5796	1
DOID_0050412	1
DOID_7191	10
DOID_7192	11
DOID_7198	9
DOID_0050664	10
DOID_0050665	7
DOID_10040	8
DOID_0050411	1
DOID_0050666	7
DOID_2219	8
DOID_0111018	11
DOID_8234	1
DOID_8648	1
DOID_8649	8
DOID_0110163	10
DOID_8640	1
DOID_8641	1
DOID_8642	10
DOID_8643	6
DOID_8644	6
DOID_8645	7
DOID_8646	6
DOID_9599	7
DOID_9598	6
DOID_9590	5
DOID_9597	10
DOID_9596	1
DOID_9595	1
DOID_9594	1
DOID_7983	7
DOID_1531	1
DOID_4010	1
DOID_944	1
DOID_945	1
DOID_3508	6
DOID_947	1
DOID_0110043	9
DOID_3502	9
DOID_3503	9
DOID_3500	8
DOID_3501	10
DOID_948	1
DOID_3507	9
DOID_3504	10
DOID_0050749	11
DOID_0050748	7
DOID_8428	7
DOID_8429	1
DOID_0050969	9
DOID_0110659	10
DOID_2112	7
DOID_0050966	9
DOID_0050965	9
DOID_0050740	4
DOID_8420	10
DOID_0110121	8
DOID_0050745	7
DOID_0050960	9
DOID_0110042	9
DOID_9779	6
DOID_9778	4
DOID_9776	10
DOID_9775	7
DOID_9773	8
DOID_9772	1
DOID_9771	10
DOID_9770	1
DOID_3447	8
DOID_3446	9
DOID_12132	7
DOID_12133	1
DOID_12134	6
DOID_6962	1
DOID_6961	8
DOID_7483	11
DOID_0110128	8
DOID_6969	10
DOID_3448	8
DOID_14535	7
DOID_0060577	5
DOID_0060576	5
DOID_0060575	5
DOID_0060574	8
DOID_0060573	8
DOID_0060572	5
DOID_0060571	5
DOID_0060570	7
DOID_0000000	1
DOID_0060578	5
DOID_0111128	10
DOID_3999	10
DOID_3998	8
DOID_3995	1
DOID_3997	1
DOID_3996	6
DOID_11204	11
DOID_0060313	7
DOID_0060312	8
DOID_0060311	6
DOID_0060310	6
DOID_8765	1
DOID_0050604	9
DOID_0060315	6
DOID_0060314	7
DOID_0060319	7
DOID_0060318	11
DOID_13535	1
DOID_12798	6
DOID_12799	7
DOID_0110919	10
DOID_12796	1
DOID_12797	6
DOID_0110918	10
DOID_5265	9
DOID_5264	10
DOID_8764	1
DOID_5266	1
DOID_5261	8
DOID_0110124	8
DOID_5263	7
DOID_5262	7
DOID_5269	1
DOID_0110430	9
DOID_11441	1
DOID_2945	5
DOID_11442	1
DOID_11111	6
DOID_11110	1
DOID_0110917	10
DOID_11119	7
DOID_11118	1
DOID_10796	1
DOID_10245	1
DOID_10794	9
DOID_2946	1
DOID_10240	1
DOID_10241	7
DOID_10242	6
DOID_10243	1
DOID_5428	1
DOID_10248	1
DOID_10249	1
DOID_5427	8
DOID_12864	1
DOID_4508	1
DOID_12863	1
DOID_5128	7
DOID_5129	9
DOID_5126	8
DOID_5127	7
DOID_5124	8
DOID_5125	8
DOID_5425	7
DOID_5120	1
DOID_4828	1
DOID_13622	6
DOID_13621	1
DOID_13620	9
DOID_5058	9
DOID_0110127	8
DOID_0050706	9
DOID_0050705	9
DOID_5694	10
DOID_5695	10
DOID_5696	10
DOID_8463	10
DOID_5690	10
DOID_5691	9
DOID_5692	10
DOID_5693	10
DOID_8464	11
DOID_5698	10
DOID_0110120	8
DOID_8465	10
DOID_0050701	8
DOID_1679	6
DOID_8468	1
DOID_8469	5
DOID_8740	1
DOID_6761	1
DOID_6760	8
DOID_6763	1
DOID_6762	10
DOID_6764	1
DOID_0110122	8
DOID_0110615	6
DOID_2471	1
DOID_2470	1
DOID_2473	6
DOID_2472	1
DOID_2475	10
DOID_2474	11
DOID_2477	7
DOID_2476	7
DOID_2479	7
DOID_2478	1
DOID_10428	10
DOID_14749	7
DOID_14748	7
DOID_4618	10
DOID_4617	10
DOID_4616	1
DOID_4615	1
DOID_10423	9
DOID_10424	1
DOID_14743	7
DOID_14742	1
DOID_13212	1
DOID_13213	1
DOID_559	8
DOID_558	1
DOID_13214	12
DOID_6562	8
DOID_553	1
DOID_552	7
DOID_551	8
DOID_13219	1
DOID_557	5
DOID_554	1
DOID_6105	1
DOID_6104	1
DOID_6107	1
DOID_6106	1
DOID_6101	12
DOID_6103	10
DOID_6102	8
DOID_423	7
DOID_6109	1
DOID_6108	1
DOID_1970	8
DOID_0110461	9
DOID_0110460	9
DOID_0110463	9
DOID_0110462	9
DOID_0110465	9
DOID_0110464	9
DOID_0110467	9
DOID_0060507	9
DOID_0110469	9
DOID_0110468	9
DOID_420	6
DOID_0060504	9
DOID_0050674	7
DOID_0060057	8
DOID_0060502	7
DOID_8000	13
DOID_3049	7
DOID_0060503	8
DOID_0060052	1
DOID_10330	9
DOID_0060053	1
DOID_0050673	8
DOID_10331	9
DOID_0050888	7
DOID_0050889	7
DOID_0050880	4
DOID_0050881	4
DOID_0050882	9
DOID_0050883	7
DOID_0050884	7
DOID_0050885	4
DOID_0050886	8
DOID_0050887	7
DOID_10938	5
DOID_10939	5
DOID_10932	5
DOID_10933	6
DOID_10930	5
DOID_10931	5
DOID_10936	5
DOID_10937	4
DOID_10934	5
DOID_10935	4
DOID_0050383	7
DOID_0050830	7
DOID_0060509	9
DOID_4445	1
DOID_0050381	1
DOID_8867	5
DOID_0050835	9
DOID_4106	1
DOID_8861	9
DOID_0050080	1
DOID_0050081	1
DOID_0050082	1
DOID_0050083	7
DOID_0050084	1
DOID_0050837	9
DOID_0050086	1
DOID_0050087	1
DOID_0050088	1
DOID_0050089	1
DOID_8863	1
DOID_9908	10
DOID_9909	9
DOID_9900	1
DOID_9901	1
DOID_9902	1
DOID_9903	10
DOID_9905	7
DOID_9906	1
DOID_8004	1
DOID_0060066	8
DOID_8369	10
DOID_887	1
DOID_0080108	8
DOID_0080109	7
DOID_0050558	10
DOID_0050559	10
DOID_0050556	9
DOID_0080105	4
DOID_0050226	1
DOID_0050227	1
DOID_0050552	1
DOID_5901	1
DOID_0050222	9
DOID_0050551	1
DOID_8005	1
DOID_4440	7
DOID_0050843	10
DOID_0070008	8
DOID_0090022	9
DOID_0090023	9
DOID_0090020	8
DOID_0090021	9
DOID_0090026	9
DOID_0090027	9
DOID_0090024	9
DOID_0090025	9
DOID_0090028	6
DOID_0090029	7
DOID_1143	11
DOID_8188	10
DOID_0060146	8
DOID_4058	9
DOID_0060144	8
DOID_0060145	8
DOID_0060142	8
DOID_0060143	8
DOID_0060140	8
DOID_0060141	8
DOID_4051	10
DOID_4050	8
DOID_4053	8
DOID_1572	10
DOID_4055	9
DOID_1574	6
DOID_0060148	8
DOID_1576	1
DOID_0050536	7
DOID_0110536	9
DOID_9018	1
DOID_9019	1
DOID_2905	1
DOID_2907	4
DOID_2906	1
DOID_9012	1
DOID_2908	7
DOID_9010	1
DOID_9011	6
DOID_9016	1
DOID_9017	1
DOID_9014	1
DOID_0050537	10
DOID_2898	1
DOID_8600	1
DOID_12309	8
DOID_12308	6
DOID_12307	10
DOID_12306	7
DOID_12657	8
DOID_12304	10
DOID_12651	1
DOID_12302	1
DOID_12301	1
DOID_12300	1
DOID_11302	7
DOID_11303	1
DOID_11872	1
DOID_11873	1
DOID_11874	10
DOID_11875	7
DOID_11654	1
DOID_11655	1
DOID_11308	1
DOID_11309	1
DOID_11650	1
DOID_11651	1
DOID_11653	9
DOID_1108	8
DOID_1109	1
DOID_1100	6
DOID_1102	1
DOID_4423	8
DOID_1104	1
DOID_1105	1
DOID_1106	8
DOID_4427	1
DOID_10657	9
DOID_10656	9
DOID_10655	8
DOID_10652	8
DOID_10651	10
DOID_10650	1
DOID_10659	1
DOID_5297	8
DOID_0110797	8
DOID_9080	6
DOID_8603	1
DOID_0110796	8
DOID_901	8
DOID_3594	9
DOID_14087	8
DOID_14084	1
DOID_14085	1
DOID_14083	1
DOID_14080	9
DOID_14081	10
DOID_14089	9
DOID_11870	7
DOID_706	7
DOID_707	6
DOID_705	9
DOID_702	1
DOID_700	5
DOID_701	8
DOID_6376	7
DOID_6370	9
DOID_709	9
DOID_14558	1
DOID_7352	1
DOID_7423	1
DOID_7350	7
DOID_7357	1
DOID_7356	9
DOID_7355	1
DOID_7354	1
DOID_14550	9
DOID_14223	6
DOID_14220	1
DOID_1811	8
DOID_11871	10
DOID_14555	10
DOID_14224	7
DOID_14557	9
DOID_3191	9
DOID_9087	6
DOID_5480	9
DOID_5482	7
DOID_13689	6
DOID_13688	1
DOID_5487	10
DOID_5486	1
DOID_5489	1
DOID_13684	1
DOID_13687	8
DOID_13681	1
DOID_13680	1
DOID_13682	1
DOID_0110790	8
DOID_4680	8
DOID_5511	6
DOID_11295	10
DOID_0110267	10
DOID_0110266	10
DOID_6593	1
DOID_6590	10
DOID_2587	1
DOID_6594	9
DOID_6595	9
DOID_2288	1
DOID_0110264	10
DOID_8999	1
DOID_8628	10
DOID_8994	1
DOID_8995	1
DOID_8996	1
DOID_8997	7
DOID_8622	5
DOID_8623	1
DOID_8992	1
DOID_8993	1
DOID_9571	1
DOID_9574	8
DOID_9577	8
DOID_2764	9
DOID_9579	1
DOID_2582	6
DOID_4682	10
DOID_1742	8
DOID_4991	8
DOID_4992	10
DOID_4993	9
DOID_4994	10
DOID_4995	9
DOID_1744	1
DOID_4997	9
DOID_962	9
DOID_963	8
DOID_1748	9
DOID_961	10
DOID_13025	9
DOID_133	10
DOID_13027	6
DOID_13026	7
DOID_3520	9
DOID_3521	1
DOID_3522	10
DOID_3523	9
DOID_3525	10
DOID_3526	9
DOID_3527	9
DOID_3528	10
DOID_3529	9
DOID_13503	1
DOID_8194	1
DOID_8195	11
DOID_0110108	9
DOID_0050946	9
DOID_0050941	9
DOID_2135	11
DOID_8192	1
DOID_8193	11
DOID_0110102	8
DOID_0050768	7
DOID_0110100	8
DOID_5675	8
DOID_0110106	9
DOID_0110107	9
DOID_0110104	8
DOID_0110105	8
DOID_8741	7
DOID_9717	6
DOID_9712	1
DOID_4190	1
DOID_4191	1
DOID_4192	1
DOID_9222	1
DOID_9719	9
DOID_9718	1
DOID_4196	8
DOID_5957	10
DOID_0050177	4
DOID_3429	9
DOID_3428	9
DOID_5956	1
DOID_6905	1
DOID_8745	1
DOID_6906	8
DOID_3421	9
DOID_0050525	1
DOID_6903	8
DOID_8744	1
DOID_1098	7
DOID_8747	10
DOID_0050173	1
DOID_8749	1
DOID_1192	7
DOID_8748	1
DOID_4392	1
DOID_1099	8
DOID_0060083	6
DOID_0060082	7
DOID_0060081	7
DOID_0060080	7
DOID_0060087	7
DOID_10747	10
DOID_4686	9
DOID_0060084	5
DOID_0050178	1
DOID_0060089	6
DOID_4391	1
DOID_0050179	6
DOID_7847	1
DOID_4175	6
DOID_4172	1
DOID_0110480	9
DOID_8729	5
DOID_8244	1
DOID_7740	1
DOID_0110737	8
DOID_11345	1
DOID_7213	9
DOID_9468	1
DOID_11614	1
DOID_4308	7
DOID_3229	6
DOID_11343	8
DOID_11340	1
DOID_0110798	8
DOID_4399	7
DOID_7745	1
DOID_0110736	8
DOID_14042	7
DOID_7746	1
DOID_6333	8
DOID_14043	10
DOID_7215	1
DOID_3486	6
DOID_5249	1
DOID_345	6
DOID_6610	8
DOID_5242	1
DOID_5241	7
DOID_5240	9
DOID_5247	1
DOID_5246	10
DOID_5245	1
DOID_5244	1
DOID_693	8
DOID_11466	1
DOID_11465	6
DOID_3226	1
DOID_12177	8
DOID_0060559	5
DOID_3225	6
DOID_5889	1
DOID_0060557	9
DOID_0060556	10
DOID_0110730	8
DOID_0060550	4
DOID_5888	1
DOID_12848	1
DOID_12849	7
DOID_6331	6
DOID_10562	1
DOID_12840	1
DOID_12841	6
DOID_12510	9
DOID_12843	1
DOID_12844	1
DOID_12845	1
DOID_12846	1
DOID_12847	1
DOID_5104	7
DOID_5107	1
DOID_5100	7
DOID_5101	8
DOID_5102	8
DOID_0110733	8
DOID_6731	1
DOID_4	2
DOID_8743	8
DOID_11798	1
DOID_11795	1
DOID_11797	8
DOID_11791	1
DOID_11793	10
DOID_0060339	4
DOID_0060338	11
DOID_0060889	4
DOID_0060888	9
DOID_8241	1
DOID_0060331	7
DOID_0060882	7
DOID_0060881	7
DOID_0060332	7
DOID_0060335	8
DOID_0060886	9
DOID_0060885	7
DOID_0060336	7
DOID_0060088	8
DOID_11486	8
DOID_8242	1
DOID_0050905	7
DOID_6334	10
DOID_12359	9
DOID_2738	7
DOID_2739	6
DOID_2732	6
DOID_2733	6
DOID_2730	7
DOID_11482	7
DOID_2736	7
DOID_2737	1
DOID_2734	7
DOID_2735	1
DOID_1966	1
DOID_10229	1
DOID_10226	1
DOID_10227	1
DOID_10222	1
DOID_10223	9
DOID_10220	1
DOID_10221	1
DOID_2685	7
DOID_399	6
DOID_398	1
DOID_395	1
DOID_2682	7
DOID_397	8
DOID_396	9
DOID_390	1
DOID_11488	7
DOID_1967	9
DOID_6746	1
DOID_6297	7
DOID_6296	1
DOID_6291	9
DOID_6742	9
DOID_6741	8
DOID_6292	1
DOID_5733	7
DOID_7694	10
DOID_2457	11
DOID_2456	10
DOID_2455	11
DOID_0110008	12
DOID_2452	6
DOID_2451	6
DOID_2450	9
DOID_1822	9
DOID_2458	10
DOID_14767	1
DOID_4674	7
DOID_4677	9
DOID_4676	7
DOID_14763	1
DOID_14762	10
DOID_14761	11
DOID_4645	8
DOID_4679	9
DOID_4678	11
DOID_14768	11
DOID_13234	1
DOID_8565	1
DOID_573	6
DOID_6128	9
DOID_574	5
DOID_13232	1
DOID_13233	1
DOID_579	1
DOID_578	1
DOID_6120	1
DOID_13238	6
DOID_8295	7
DOID_8566	5
DOID_0050314	1
DOID_0050315	1
DOID_0050316	1
DOID_0110732	8
DOID_0050318	1
DOID_8045	1
DOID_0080079	6
DOID_1963	7
DOID_8568	5
DOID_8042	9
DOID_10918	1
DOID_10919	5
DOID_3509	1
DOID_10915	7
DOID_10910	1
DOID_10911	1
DOID_10913	9
DOID_8043	8
DOID_13800	6
DOID_7652	1
DOID_14262	6
DOID_7650	13
DOID_7651	13
DOID_7656	9
DOID_7657	1
DOID_0060641	4
DOID_9969	5
DOID_14261	6
DOID_7576	1
DOID_0060135	8
DOID_8366	1
DOID_0060134	8
DOID_0060645	9
DOID_0060644	4
DOID_8381	1
DOID_8380	1
DOID_0080128	6
DOID_0050209	1
DOID_4033	7
DOID_0060131	8
DOID_8387	1
DOID_8386	1
DOID_0080122	6
DOID_8388	1
DOID_0050200	6
DOID_0050201	6
DOID_0080126	6
DOID_0080127	6
DOID_0050204	9
DOID_0050205	1
DOID_14268	9
DOID_13603	9
DOID_8589	1
DOID_0090048	10
DOID_0090049	9
DOID_2284	1
DOID_0090040	10
DOID_0090041	9
DOID_0090042	9
DOID_0090043	9
DOID_0090044	9
DOID_0090045	9
DOID_0090046	9
DOID_0090047	9
DOID_9388	13
DOID_9389	13
DOID_9383	12
DOID_9380	1
DOID_9384	13
DOID_9385	1
DOID_0060241	7
DOID_4079	6
DOID_1558	6
DOID_1557	6
DOID_4076	1
DOID_1555	6
DOID_4074	8
DOID_4073	9
DOID_4072	6
DOID_4071	6
DOID_1550	1
DOID_0110554	9
DOID_0060821	9
DOID_0060820	9
DOID_0060823	9
DOID_0060240	7
DOID_0060822	9
DOID_0060825	9
DOID_11968	8
DOID_0060824	9
DOID_0110937	10
DOID_9031	1
DOID_2925	1
DOID_0110934	10
DOID_0110933	10
DOID_0110932	10
DOID_2921	7
DOID_2920	8
DOID_9039	1
DOID_0060350	6
DOID_2929	5
DOID_0110938	10
DOID_0060540	8
DOID_12671	1
DOID_12670	1
DOID_12679	6
DOID_12678	7
DOID_11637	9
DOID_11634	7
DOID_11327	1
DOID_11320	5
DOID_11633	7
DOID_11630	1
DOID_11631	1
DOID_0110254	10
DOID_11328	6
DOID_11329	6
DOID_11638	9
DOID_0070028	7
DOID_0070029	7
DOID_4448	10
DOID_4449	10
DOID_4446	1
DOID_4447	11
DOID_0070026	7
DOID_0070027	7
DOID_4442	9
DOID_4443	1
DOID_0070022	7
DOID_4441	7
DOID_0110255	10
DOID_13608	9
DOID_4310	7
DOID_0110553	9
DOID_0110552	9
DOID_6139	12
DOID_7868	8
DOID_9146	7
DOID_7867	10
DOID_5222	8
DOID_5224	8
DOID_0050794	9
DOID_8160	1
DOID_9147	1
DOID_0050796	7
DOID_0110259	10
DOID_5711	10
DOID_5710	1
DOID_5713	9
DOID_5712	10
DOID_5715	8
DOID_769	9
DOID_5717	1
DOID_5716	7
DOID_5719	7
DOID_5718	7
DOID_766	1
DOID_767	8
DOID_761	1
DOID_762	1
DOID_763	1
DOID_6354	11
DOID_6356	1
DOID_0050792	7
DOID_6352	1
DOID_6353	1
DOID_0060042	7
DOID_7407	1
DOID_1831	1
DOID_1832	1
